timestamp,source,symbol,side,lots,comment,final_status,reason,mt5_retcode,mt5_order,mt5_deal
2026-06-24T20:40:10.005239+00:00,risk_gate_2026-06-24.jsonl,XAUUSD,buy,0.01,risk_gate_dry_run,rejected,check_total_leverage: projected notional 232300.00 exceeds max 20000.0,,,
2026-06-24T20:40:10.006241+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,rejected,check_numeric_consistency: claimed 10000 recomputed 1000.00 abs_error 9000.00 rel_error 9,,,
2026-06-24T20:40:10.007241+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,rejected,check_numeric_consistency: claimed 10000 recomputed 1000.00 abs_error 9000.00 rel_error 9,,,
2026-06-24T20:40:10.007241+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,rejected,check_numeric_consistency: claimed 10000 recomputed 1000.00 abs_error 9000.00 rel_error 9,,,
2026-06-24T20:40:10.008727+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,filled,,10009,9001,9002
2026-06-24T20:40:10.010861+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,filled,,10009,9001,9002
2026-06-24T20:40:10.010861+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,filled,,10009,9001,9002
2026-06-24T20:40:10.012280+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,rejected,check_rate_limit: 3 orders in trailing 60s meets cap 3,,,
2026-06-24T20:40:10.013280+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,rejected,check_account_health: margin level 100% below floor 200%,,,
2026-06-24T20:40:10.013280+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,risk_gate_dry_run,rejected,check_account_health: margin level 100% below floor 200%,,,
2026-06-24T20:40:11.359045+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-24T20:40:11.361045+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-24T20:40:11.363046+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-24T20:40:11.365045+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T09:25:36.416264+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T09:25:36.422407+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T09:25:36.426916+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T09:25:36.431440+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T09:26:09.007294+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T09:26:09.010751+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T09:26:09.013361+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T09:26:09.014364+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T09:26:35.137873+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T09:26:35.141893+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T09:26:35.144996+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T09:26:35.146998+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T09:28:23.022292+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T09:28:23.026517+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T09:28:23.029087+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T09:28:23.032123+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T10:15:53.365324+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T10:15:53.369532+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T10:15:53.373003+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T10:15:53.376206+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T10:31:48.210961+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T10:31:48.214172+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T10:31:48.216412+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T10:31:48.218621+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T10:48:08.035711+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T10:48:08.038943+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T10:48:08.041316+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T10:48:08.042491+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T10:57:28.743182+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T10:57:28.746477+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T10:57:28.748689+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T10:57:28.749790+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T11:06:13.328187+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T11:06:13.331234+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T11:06:13.333300+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T11:06:13.335354+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T11:29:57.255431+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T11:29:57.259430+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T11:29:57.262430+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T11:29:57.265645+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T11:30:21.947657+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T11:30:21.950902+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T11:30:21.955071+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T11:30:21.957593+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T11:30:49.756424+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T11:30:49.760942+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T11:30:49.762942+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T11:30:49.766720+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T11:31:24.741352+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T11:31:24.745357+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T11:31:24.751358+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T11:31:24.755358+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T11:45:41.782777+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T11:45:41.787276+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T11:45:41.790856+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T11:45:41.794335+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T12:01:50.897863+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T12:01:50.907862+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T12:01:50.911503+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T12:01:50.916502+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T12:08:35.628632+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T12:08:35.633052+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T12:08:35.637053+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T12:08:35.640652+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T12:08:59.211576+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T12:08:59.215619+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T12:08:59.219752+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T12:08:59.222780+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T12:13:42.442780+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T12:13:42.449266+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T12:13:42.453813+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T12:13:42.457004+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T13:08:11.706092+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T13:08:11.712564+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T13:08:11.716564+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T13:08:11.719564+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T13:21:12.363219+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T13:21:12.370514+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T13:21:12.375166+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T13:21:12.379817+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T13:25:35.458590+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T13:25:35.462987+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T13:25:35.466993+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T13:25:35.470995+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T13:29:34.529473+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T13:29:34.536916+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T13:29:34.543331+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T13:29:34.549330+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T14:04:51.721738+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T14:04:51.729021+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T14:04:51.734308+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T14:04:51.741877+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T14:25:12.287268+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T14:25:12.290296+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T14:25:12.292364+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T14:25:12.294363+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T14:47:57.394688+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T14:47:57.398213+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T14:47:57.401355+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T14:47:57.405422+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T14:49:05.407649+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T14:49:05.411390+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T14:49:05.417551+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T14:49:05.423492+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T15:39:33.114506+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T15:39:33.117881+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T15:39:33.120224+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T15:39:33.122465+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T16:06:33.597151+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T16:06:33.602221+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T16:06:33.605284+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T16:06:33.609457+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T16:40:43.163034+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.05 for AUDUSD,,,
2026-06-25T16:40:43.165034+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T16:40:43.167386+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T16:40:43.170406+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T17:13:44.949833+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.1 for AUDUSD,,,
2026-06-25T17:13:44.953670+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T17:13:44.956719+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T17:13:44.958892+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T17:14:40.973612+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.1 for AUDUSD,,,
2026-06-25T17:14:40.976631+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T17:14:40.979664+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T17:14:40.981730+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T17:17:24.175016+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.1 for AUDUSD,,,
2026-06-25T17:17:24.178211+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T17:17:24.181349+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T17:17:24.184898+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T17:17:56.757164+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.1 for AUDUSD,,,
2026-06-25T17:17:56.761239+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T17:17:56.765281+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T17:17:56.768332+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
2026-06-25T17:21:01.926043+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.5,,rejected,check_lot_size: lots 0.5 exceeds cap 0.1 for AUDUSD,,,
2026-06-25T17:21:01.929076+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,rejected,check_error: exploding_check: RuntimeError: boom,,,
2026-06-25T17:21:01.932108+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,filled,,10009,1,2
2026-06-25T17:21:01.934131+00:00,risk_gate_2026-06-24.jsonl,AUDUSD,buy,0.01,,error,mock failure,500,,
